rainfall_mm,temperature_c,soil_ph,soil_moisture_pct,fertilizer_kg_per_hectare,irrigation_level_pct,yield_tons_per_hectare
1170.0,33.1,6.57,48.9,13.2,62.6,4.64
819.3,26.1,5.63,42.5,15.9,30.3,6.28
584.7,38.4,5.95,16.7,129.9,32.2,4.88
1180.8,30.2,5.94,28.9,69.3,82.0,5.43
934.7,21.6,6.29,56.9,250.1,53.2,6.37
540.7,27.4,5.31,74.2,21.1,17.4,4.87
752.4,24.7,6.57,50.5,53.2,13.1,6.34
581.1,17.0,7.5,61.5,303.3,61.1,4.97
454.3,36.0,6.61,42.7,140.1,82.9,5.15
1031.5,31.5,7.73,43.7,104.3,16.3,5.34
1277.4,30.7,7.57,61.4,16.8,70.6,4.1
450.4,28.8,7.12,69.9,117.4,54.1,4.98
940.7,21.1,6.56,64.5,34.2,49.7,5.32
637.3,25.6,6.52,29.0,60.5,74.7,5.22
678.2,32.2,7.11,44.0,75.2,12.0,4.97
651.9,22.7,6.19,49.2,75.2,47.0,5.58
584.0,15.3,4.99,41.1,103.7,19.1,4.87
812.1,26.9,6.89,50.8,86.7,69.3,5.67
592.3,27.3,5.6,57.3,5.7,50.7,5.54
867.6,28.7,5.73,60.0,48.9,67.8,5.43
787.4,31.6,6.5,70.3,87.3,0.5,5.52
740.3,31.2,6.42,40.1,28.1,35.1,5.44
573.1,29.3,5.37,24.5,30.0,82.5,5.16
655.8,34.0,6.63,50.4,10.6,53.5,4.78
988.8,20.4,7.27,73.3,43.4,29.2,5.23
925.2,30.5,5.6,37.8,346.4,33.2,5.51
555.6,31.1,7.52,55.3,26.9,88.3,5.57
824.8,21.8,5.25,55.4,60.6,48.9,5.8
987.8,20.5,8.19,47.9,108.8,41.8,5.22
382.6,24.3,6.17,45.1,1.1,82.1,4.59
935.8,24.7,6.62,31.1,184.6,31.5,5.5
634.3,31.8,4.99,10.8,39.1,48.8,4.88
942.6,24.9,6.45,28.3,162.7,46.8,6.08
609.2,23.7,6.68,39.1,3.2,59.8,5.76
348.8,24.9,6.43,61.5,12.6,90.4,3.99
393.1,33.6,6.05,43.5,31.2,10.5,4.96
812.0,28.1,5.74,37.2,33.9,54.4,5.56
864.9,27.1,7.4,31.6,150.6,32.4,5.31
573.9,27.4,6.52,54.9,0.9,64.2,5.32
959.6,34.5,7.73,65.4,82.0,77.8,5.04
384.6,24.3,6.08,61.0,11.3,66.5,5.33
783.5,34.6,6.15,54.1,138.6,25.5,5.3
497.2,29.1,7.15,22.9,120.6,49.7,4.97
637.0,27.2,5.2,39.7,55.4,20.3,6.02
811.8,40.5,5.53,74.2,19.1,11.6,4.5
584.9,22.7,7.38,61.8,80.5,15.8,5.26
703.9,26.2,5.56,21.9,13.6,76.6,5.99
1051.6,21.8,5.04,44.2,16.9,42.4,5.51
655.8,32.8,7.99,50.4,78.8,72.5,5.2
1008.9,36.4,5.38,33.6,350.0,50.5,4.93
517.6,36.3,6.65,10.4,177.4,84.6,4.94
932.5,34.1,6.56,46.5,71.9,26.2,5.27
1160.4,27.0,4.25,33.2,61.9,69.4,4.59
182.1,26.2,6.29,33.2,350.0,69.8,4.31
600.8,19.6,6.86,39.7,63.4,57.8,6.01
944.3,38.2,6.78,43.0,43.6,19.2,5.14
749.2,30.3,7.22,44.9,192.2,27.5,5.86
892.8,25.5,6.19,31.7,21.3,45.0,5.42
649.0,34.6,7.07,41.7,8.2,72.2,5.11
821.6,23.1,5.95,18.6,80.4,92.3,5.94
761.1,30.0,5.37,49.7,8.1,11.8,5.45
1091.9,27.1,5.46,5.0,37.4,47.0,4.87
863.6,31.2,5.33,40.7,44.1,30.4,5.71
884.4,27.7,7.31,58.8,63.4,59.1,5.34
697.0,20.7,5.29,29.1,350.0,43.4,6.0
678.1,28.4,6.72,55.7,20.0,72.7,5.77
691.9,33.2,6.29,62.3,37.7,57.9,4.95
898.6,27.9,6.42,5.0,11.3,54.5,4.98
694.8,31.9,7.59,42.7,74.8,69.4,5.98
872.4,22.8,6.15,5.0,104.1,50.9,5.62
1318.9,27.9,6.99,43.2,52.6,45.4,4.44
1017.8,24.9,6.53,44.9,22.6,74.2,5.6
718.5,31.7,6.38,7.8,77.6,65.1,5.34
1100.3,28.2,8.34,73.9,62.0,47.3,5.08
698.0,31.5,5.35,49.3,15.0,59.9,5.62
290.5,33.4,7.53,32.3,41.6,31.3,4.62
548.0,31.5,7.03,67.0,45.7,78.0,5.0
332.3,29.4,6.12,18.1,324.2,32.5,5.07
712.1,23.0,7.8,26.6,151.4,30.9,5.49
804.6,28.0,5.02,10.5,106.1,27.7,4.96
1219.1,25.3,6.08,72.0,175.7,70.5,5.53
881.7,26.3,5.53,50.0,106.4,67.7,5.62
745.2,26.1,6.83,54.9,187.0,19.5,6.15
1007.4,23.1,5.61,49.5,4.5,61.0,5.66
247.2,18.2,6.85,53.6,48.7,41.8,4.73
858.9,24.7,6.35,46.2,109.9,88.3,6.35
992.7,29.0,6.12,49.1,70.0,13.3,5.84
430.4,21.3,6.81,46.6,15.4,28.3,5.23
1085.9,28.1,6.29,35.9,33.3,85.0,5.42
884.6,37.5,5.63,44.3,30.6,66.3,5.42
696.2,33.1,8.74,49.1,24.2,50.0,4.89
958.2,36.2,6.11,46.7,33.6,59.7,4.91
1367.7,30.0,4.73,22.8,57.9,52.2,4.04
845.5,33.8,5.83,24.8,154.4,17.2,5.75
862.1,24.4,5.49,61.2,108.4,89.7,5.83
685.2,24.8,7.16,40.4,144.3,48.2,5.7
587.5,14.3,6.76,53.8,172.1,2.4,4.72
1007.6,33.9,6.82,28.6,43.0,47.2,4.87
586.0,35.7,6.2,22.9,34.0,35.0,4.64
817.9,25.2,6.28,32.3,4.7,74.3,5.95
680.6,26.7,6.2,41.7,213.3,74.0,5.85
919.7,24.2,6.44,35.0,5.4,64.3,5.66
883.4,29.9,7.17,64.4,108.1,44.0,5.21
1059.4,33.6,6.77,47.7,38.0,51.6,5.5
672.5,19.3,6.9,72.7,237.7,90.8,5.89
732.5,30.0,6.9,51.1,43.5,59.8,5.22
555.3,26.6,7.21,8.8,135.7,36.4,5.1
688.9,28.6,6.73,60.8,26.6,21.5,5.22
894.3,30.3,6.79,22.4,28.4,45.6,5.43
989.2,27.1,7.45,48.5,72.4,57.9,5.48
569.5,27.5,5.97,33.4,350.0,72.2,5.68
1017.4,26.9,5.82,77.1,58.3,31.7,5.07
1138.9,32.9,5.55,66.6,220.3,87.3,4.86
903.4,30.1,6.65,33.9,123.4,88.7,6.07
1269.2,29.1,5.02,43.1,127.1,18.4,4.88
606.6,21.6,6.87,48.7,45.8,55.8,5.33
488.8,26.1,6.41,58.0,39.1,49.1,5.41
355.3,32.5,7.41,45.4,17.0,35.3,4.14
1174.0,28.2,5.96,29.6,265.8,66.8,5.53
963.6,31.3,6.34,34.2,256.3,69.9,5.7
786.1,36.8,7.4,44.9,110.0,36.2,4.99
870.0,33.2,7.61,63.5,28.1,27.4,4.88
518.6,28.5,5.96,51.4,22.5,52.7,5.56
1411.4,25.4,6.65,33.4,350.0,45.7,3.87
832.3,15.2,6.74,54.7,5.5,65.7,5.21
827.3,27.2,6.8,39.2,148.4,57.6,5.33
981.4,26.4,6.29,58.4,35.1,63.3,5.28
920.3,30.0,7.53,82.9,43.4,69.9,4.97
856.0,27.2,4.99,39.6,142.7,44.1,4.95
602.4,26.4,6.16,57.0,7.6,71.1,5.29
917.9,19.1,6.86,33.8,35.0,74.7,5.41
1270.5,23.3,6.87,43.3,243.0,27.3,4.56
1136.4,30.4,7.58,45.4,96.1,66.9,5.01
1198.3,36.6,7.46,42.1,112.5,38.2,4.45
672.2,27.5,6.27,81.9,113.3,28.9,4.97
552.6,29.6,7.54,40.4,5.0,77.9,5.21
768.6,32.8,5.93,53.8,18.2,21.2,5.46
813.9,23.9,7.24,16.0,54.1,87.1,5.7
1073.5,29.8,7.95,51.5,36.7,45.5,5.2
376.9,24.3,7.47,62.1,42.3,76.2,4.85
1182.4,32.3,6.58,37.1,121.7,70.2,5.16
760.5,28.8,6.23,7.3,1.2,40.1,5.45
693.3,29.5,5.28,44.4,86.4,46.6,6.33
547.0,24.1,6.75,45.3,0.0,54.2,4.95
386.3,31.5,5.61,55.9,5.2,23.9,4.24
1005.8,38.4,5.87,75.2,42.0,43.7,4.36
818.3,23.0,5.55,39.3,147.1,36.3,6.17
477.5,26.3,6.13,32.2,12.5,66.9,5.58
476.2,29.2,6.48,27.5,64.7,36.4,5.34
716.1,31.9,6.72,48.0,90.8,44.6,5.21
1217.3,25.2,6.02,52.2,20.9,42.9,4.73
735.1,13.8,7.36,36.8,57.4,43.2,5.25
424.2,34.8,6.33,56.7,193.9,56.2,5.07
738.6,31.8,5.87,52.0,57.4,55.1,6.13
731.8,19.3,6.68,45.6,13.7,65.0,5.82
125.8,25.0,8.07,31.5,79.1,84.8,3.94
786.4,35.8,6.77,37.8,71.8,76.1,5.25
742.3,35.2,6.21,8.6,2.2,94.1,5.07
974.1,32.7,5.28,48.5,7.6,35.9,4.57
1262.2,27.1,6.32,45.4,13.6,65.9,4.7
1081.6,28.4,6.69,47.8,11.7,55.0,5.27
732.8,27.3,6.19,52.6,24.0,61.4,5.26
523.4,33.6,5.17,50.8,48.4,62.0,4.91
1443.3,23.6,5.82,43.3,37.2,31.4,4.18
814.8,24.0,7.66,45.7,177.1,49.4,5.84
803.5,33.1,7.65,23.9,75.8,12.7,5.41
794.0,27.8,5.79,36.2,167.1,70.3,6.63
849.5,34.9,7.04,45.8,59.9,25.6,5.14
763.9,24.6,5.56,34.0,7.5,34.8,5.68
656.6,27.7,7.62,57.9,49.8,37.9,5.43
663.3,23.4,6.7,35.1,138.1,61.9,6.15
791.8,28.0,7.26,48.2,17.3,69.2,5.59
664.1,20.6,5.13,46.7,7.7,22.1,5.52
621.8,25.6,7.04,56.2,32.0,3.1,5.79
826.6,20.8,6.49,58.5,39.4,68.5,5.62
736.3,31.5,7.18,55.4,29.3,79.4,5.86
1176.0,31.6,7.23,13.4,11.6,73.8,4.07
137.3,19.3,6.55,62.9,23.1,73.0,3.63
1072.9,34.7,6.02,67.9,91.7,42.6,5.44
1111.5,40.5,7.12,37.8,39.0,70.7,5.04
281.7,28.2,6.45,48.5,80.1,86.3,4.3
714.3,24.8,5.8,31.6,61.5,21.5,5.23
707.1,42.1,5.76,15.8,63.7,93.9,4.3
448.1,21.4,5.32,33.9,22.9,64.0,4.98
605.5,28.1,6.09,36.9,59.0,41.6,5.3
522.4,28.9,7.38,39.7,1.9,88.6,5.46
1238.1,34.7,6.64,30.6,45.2,38.1,4.3
1033.9,29.8,6.08,34.0,68.0,56.8,5.21
1117.9,25.5,7.14,44.8,16.1,43.1,4.8
980.4,23.2,5.83,33.4,23.7,19.8,5.34
517.7,26.3,6.58,53.2,19.8,75.2,5.49
668.9,23.0,6.36,55.2,5.9,42.7,5.73
922.3,28.2,7.12,80.7,34.2,73.0,5.34
494.5,25.2,5.24,61.9,308.9,60.3,5.64
978.2,20.5,5.82,48.6,34.9,86.9,6.02
739.9,34.3,5.19,35.7,49.4,66.3,5.64
706.3,25.5,6.29,49.4,84.7,24.8,5.59
977.7,21.7,7.47,49.9,83.6,44.9,5.76
911.1,27.2,6.1,37.3,239.5,22.2,5.75
709.8,28.3,6.09,56.8,155.9,89.4,5.83
1089.8,19.3,7.2,24.0,126.4,64.4,5.01
529.7,29.7,7.35,41.3,242.3,59.6,6.08
954.0,22.8,6.43,53.3,21.0,14.8,5.2
948.3,36.6,7.05,40.7,76.8,37.8,5.06
722.6,30.6,5.64,41.9,174.6,17.3,5.07
881.5,26.0,7.6,42.9,78.3,77.2,6.1
487.2,24.3,8.22,32.5,303.3,39.7,5.27
1031.0,27.5,6.92,62.6,8.5,53.9,5.65
753.8,31.1,4.83,29.7,46.3,72.0,5.47
669.3,27.9,6.05,49.8,303.1,60.5,5.97
1062.3,26.9,6.99,51.2,38.2,57.4,5.64
623.9,28.3,6.16,30.8,107.6,28.9,5.56
447.9,25.0,7.52,46.1,2.5,61.0,4.41
410.8,26.3,6.97,31.4,95.0,13.0,5.06
951.5,17.6,5.93,65.9,218.2,43.8,5.92
479.9,32.9,6.53,27.9,38.6,14.3,4.55
1238.7,29.5,5.78,35.2,1.7,68.4,3.96
279.5,24.1,6.35,26.6,2.3,49.4,4.02
1224.1,37.5,6.06,24.6,178.1,65.2,4.55
852.8,28.4,7.44,68.9,102.6,67.9,5.38
775.8,22.8,8.19,53.1,9.0,30.2,5.26
663.8,32.3,5.36,47.1,4.5,24.0,5.22
899.8,30.0,4.96,35.2,130.7,83.6,5.39
790.6,30.0,6.3,58.6,132.8,87.3,6.3
1075.8,25.9,5.29,32.6,10.3,91.8,5.42
828.6,30.3,6.54,56.9,28.7,20.0,5.16
837.6,26.7,7.1,31.9,121.1,56.2,6.02
709.1,30.8,7.7,35.3,59.6,68.5,5.27
785.8,18.5,6.66,56.4,251.0,25.7,5.6
877.0,25.8,6.35,58.0,52.5,53.0,5.73
372.5,36.6,4.92,54.0,90.4,45.6,4.53
463.0,24.2,6.52,29.3,57.0,32.9,5.11
985.8,25.0,6.56,38.3,229.1,10.4,5.82
842.7,25.8,7.01,47.4,40.7,68.5,6.17
754.0,21.9,5.93,32.3,20.9,46.3,5.58
804.6,17.0,6.15,65.6,31.6,83.6,5.29
886.9,26.8,5.32,9.0,153.3,72.1,5.76
665.1,28.7,4.67,33.3,55.1,66.0,5.21
605.4,27.7,5.61,37.4,35.0,42.4,5.3
849.0,27.3,5.24,5.0,62.9,62.0,5.47
555.4,28.2,6.77,24.1,11.4,76.6,5.42
902.1,33.1,6.09,54.4,0.4,17.1,5.07
374.4,27.0,6.07,45.5,26.3,55.7,4.74
1057.3,25.1,5.71,68.6,74.3,6.8,5.82
918.1,26.6,4.0,68.2,99.5,18.7,4.51
864.0,30.9,7.71,51.5,140.2,64.4,5.81
1045.7,35.1,5.7,49.7,209.0,32.8,5.22
1216.4,24.9,6.17,46.0,42.5,61.9,4.84
1053.6,28.5,5.34,5.2,107.9,40.3,5.14
339.8,29.7,7.28,24.1,6.2,57.4,4.1
480.1,23.0,6.61,46.5,4.7,67.8,4.76
643.8,28.1,5.84,54.2,10.7,97.9,5.87
806.5,20.7,6.19,49.3,47.6,23.3,5.37
929.4,19.2,7.84,31.6,19.0,21.3,5.11
618.6,29.8,6.44,59.1,27.1,38.9,4.7
846.7,26.1,6.35,67.2,83.5,60.0,5.27
611.2,29.0,5.75,59.1,35.5,50.0,5.49
647.1,27.9,4.98,59.8,65.2,18.2,5.69
448.3,23.1,6.37,36.6,42.5,72.3,4.98
569.2,27.8,6.76,61.1,14.8,57.9,5.83
462.1,21.8,7.38,47.2,6.2,88.6,5.47
556.0,35.0,4.7,52.7,21.6,32.6,4.95
1063.4,21.2,5.6,50.5,4.8,40.9,5.44
562.7,27.0,6.04,43.2,77.1,53.2,5.93
1458.1,22.8,6.5,32.1,127.1,36.1,3.69
923.3,30.9,6.38,43.8,33.2,66.7,5.39
846.2,26.3,6.4,59.8,39.2,59.5,5.91
585.4,25.4,6.83,38.4,135.5,9.9,5.19
975.1,32.3,5.78,58.4,20.1,27.7,5.27
656.1,28.1,7.25,56.1,10.2,35.9,5.51
830.5,30.6,6.85,40.5,55.6,55.7,5.84
1440.0,23.1,6.24,65.8,83.1,6.0,3.96
776.0,21.0,7.78,39.7,73.2,48.6,5.21
1087.3,28.5,7.75,67.6,100.1,29.8,4.7
624.2,26.4,7.25,51.5,4.7,48.9,5.4
791.3,31.1,4.09,44.8,44.7,61.7,5.91
1242.7,27.6,7.76,31.7,21.8,43.9,4.25
643.3,29.0,7.14,43.7,113.9,54.1,5.59
1253.1,19.9,8.11,41.9,164.9,60.9,4.84
976.9,37.4,7.49,26.1,26.4,41.8,4.54
659.4,27.2,7.76,41.7,8.0,45.1,5.53
958.1,31.5,7.2,32.9,23.4,65.5,5.54
1043.1,23.8,7.58,53.8,8.8,52.1,5.7
955.5,29.5,8.1,64.6,31.1,38.7,5.39
407.4,21.5,6.67,26.6,61.8,66.2,4.89
618.2,30.3,5.24,70.7,291.0,9.3,5.71
738.1,26.2,6.25,43.1,40.8,53.2,5.68
781.4,28.1,6.81,30.4,19.9,31.5,5.35
955.2,31.5,6.56,56.4,14.6,14.2,5.1
844.4,21.8,5.5,38.3,15.2,54.4,5.34
466.2,24.6,5.2,43.8,17.1,59.6,5.35
895.0,30.3,5.91,38.9,114.9,5.6,5.88
952.6,38.5,7.15,32.7,5.0,64.9,4.79
939.9,27.3,7.76,55.9,350.0,14.0,5.56
1070.2,31.0,7.23,40.7,59.2,73.7,5.37
1008.5,27.5,7.35,23.5,62.9,10.5,5.04
914.8,37.7,6.44,53.3,35.4,49.5,4.96
782.5,19.3,5.11,26.9,93.8,50.0,5.03
384.8,28.5,6.14,27.7,51.0,70.8,4.85
907.4,19.9,6.29,62.9,31.9,58.9,5.78
851.9,15.5,6.1,27.1,24.6,31.7,4.96
867.9,29.5,6.54,10.3,207.9,65.2,5.96
480.8,28.7,6.85,54.3,27.5,78.3,5.41
529.7,26.6,7.18,40.4,45.9,30.7,5.42
1063.3,27.5,6.28,41.7,34.5,53.2,5.18
790.1,43.5,4.98,40.3,7.2,44.5,3.74
970.4,26.7,6.11,48.5,16.5,26.6,5.7
807.1,30.6,6.53,33.7,16.8,48.6,5.1
807.4,24.8,7.48,67.1,94.6,95.5,5.75
1034.6,29.5,6.05,22.9,41.7,66.6,5.37
671.0,26.8,6.91,51.7,121.8,70.3,6.59
824.0,25.9,6.73,54.6,98.7,30.2,6.01
684.4,37.1,6.54,33.6,17.1,23.7,4.66
691.4,33.9,7.24,29.6,66.2,50.1,5.3
722.7,28.7,5.97,60.3,108.7,81.8,5.79
855.5,16.5,6.04,30.1,80.2,46.1,5.52
680.3,26.2,6.49,35.9,73.3,41.5,5.98
1113.9,41.5,5.99,58.3,107.6,24.7,4.05
576.3,26.8,6.91,45.5,4.7,23.4,5.3
753.3,33.5,5.93,18.0,105.2,66.8,5.71
690.1,35.2,6.68,71.2,25.5,61.6,4.78
1161.7,29.1,6.42,37.0,67.9,54.7,5.08
849.1,23.8,6.67,39.0,22.2,39.9,5.47
1058.0,15.8,6.13,48.8,146.0,61.4,5.32
428.6,31.4,6.23,54.4,52.4,79.2,4.38
866.8,23.9,6.58,74.4,82.4,37.0,5.45
1022.4,28.9,6.66,20.1,126.4,34.5,4.78
820.6,21.8,6.5,57.4,180.5,43.7,5.58
1066.4,26.7,7.86,56.1,105.4,37.9,5.4
670.7,28.2,5.71,42.9,12.9,42.1,5.54
1152.3,29.3,6.45,56.8,154.2,64.1,5.22
1374.7,22.4,5.24,59.0,77.1,35.5,3.5
709.3,34.0,6.8,24.3,75.2,57.4,5.17
688.6,25.0,5.61,71.2,203.4,77.8,5.49
1163.3,19.6,6.28,21.6,22.9,17.3,4.62
1194.9,27.5,6.2,28.0,21.9,29.2,4.79
669.3,28.2,6.72,41.1,57.6,21.8,5.07
695.0,28.8,6.06,73.9,111.2,50.2,5.55
729.6,34.8,6.02,40.4,47.4,66.3,4.69
463.9,26.8,7.65,44.5,80.4,35.2,5.1
570.3,27.4,6.73,66.5,48.2,41.9,5.34
549.0,22.5,6.05,40.5,75.4,34.0,4.97
608.1,32.1,6.3,27.3,138.2,18.5,4.93
791.3,28.9,7.82,38.7,15.9,63.8,5.98
858.6,25.9,6.31,65.6,95.1,32.5,5.84
1187.6,18.5,5.95,46.1,123.9,61.1,4.86
550.4,35.2,5.95,74.0,47.4,86.8,4.93
1046.1,21.9,6.06,56.1,31.2,49.3,4.99
746.5,25.0,6.02,35.3,1.1,62.0,5.59
787.6,29.8,5.48,45.8,127.6,92.9,5.83
968.7,22.0,5.6,32.2,31.8,55.3,5.64
519.3,20.5,5.84,35.0,35.4,9.1,5.38
895.6,17.4,6.97,90.0,32.8,21.2,5.43
841.6,31.6,6.2,60.3,55.3,75.1,5.89
923.1,25.3,6.33,57.9,97.0,55.0,5.73
872.3,42.6,7.52,35.7,118.2,83.8,4.21
1413.8,23.0,7.54,68.5,39.9,2.2,3.63
640.6,23.4,6.27,61.5,87.0,16.4,5.57
667.3,25.2,6.0,73.2,102.0,56.8,5.81
644.2,29.2,5.81,72.5,28.2,20.5,5.11
661.1,25.6,7.05,22.8,8.1,47.8,4.98
640.7,31.1,6.34,28.4,180.0,29.0,5.63
1097.3,23.1,6.19,29.9,90.4,86.8,6.19
1155.1,21.1,5.85,30.8,83.6,43.3,5.51
657.3,19.0,5.88,49.9,4.9,77.6,5.75
591.9,16.9,6.76,36.5,136.2,27.9,5.25
917.9,25.4,5.45,76.1,66.8,24.6,5.22
661.9,26.5,7.3,73.6,150.6,63.6,5.97
958.2,24.8,6.07,44.9,293.7,56.9,6.29
850.7,34.2,6.38,74.3,251.9,85.6,5.58
421.1,34.1,5.43,67.3,155.1,50.1,4.65
1186.9,26.3,6.49,38.2,0.9,48.5,4.68
1249.0,19.0,6.24,14.9,173.5,88.8,4.87
646.8,25.2,6.46,41.7,6.2,56.4,5.46
703.1,25.0,7.68,35.3,152.4,97.2,5.9
871.5,24.7,6.64,48.1,26.3,78.8,6.1
883.6,24.5,5.86,46.3,75.3,10.2,5.89
964.6,24.7,5.93,45.9,3.1,95.5,5.5
1302.6,26.1,6.98,52.9,118.0,41.3,4.71
755.8,24.8,7.54,26.8,9.5,58.5,5.74
600.4,29.0,6.73,51.2,42.3,19.6,5.54
455.2,29.8,7.05,38.4,136.1,49.3,5.74
617.3,23.4,6.99,48.0,95.1,42.8,5.86
791.7,34.4,7.64,59.4,0.5,65.0,5.21
1248.6,23.1,4.94,26.6,41.3,34.8,4.32
670.6,19.9,7.03,40.8,3.4,43.6,4.86
855.9,29.9,7.29,43.2,89.5,30.9,5.94
795.9,23.9,5.43,37.3,277.8,53.1,6.23
1097.1,29.6,5.79,58.5,85.2,22.3,5.63
1431.7,16.0,5.82,34.2,20.3,24.0,3.0
667.3,35.0,5.92,36.7,35.1,90.4,5.4
677.6,31.4,6.11,34.4,300.6,71.7,5.6
1061.0,20.5,6.69,61.4,20.3,49.5,5.2
970.5,20.6,7.19,37.6,66.0,18.0,4.96
1261.7,36.4,7.37,51.9,40.9,32.8,3.93
946.0,24.3,5.83,74.6,117.0,60.0,5.65
710.2,23.8,5.82,43.9,161.6,29.8,5.93
947.7,16.7,7.55,61.7,33.3,29.5,5.37
1077.2,26.2,7.02,70.1,86.4,50.2,5.87
1005.1,26.9,6.57,60.4,63.7,50.7,5.53
926.8,31.6,6.88,44.7,26.1,37.3,5.22
1066.7,21.0,6.48,54.6,25.4,94.8,5.51
1092.3,20.4,6.92,25.7,61.9,33.7,5.23
1145.5,30.3,6.23,33.3,13.4,55.9,4.59
962.2,33.0,6.72,35.9,133.2,83.6,5.24
758.2,20.1,5.29,78.6,5.7,44.1,5.89
836.7,33.4,5.95,32.8,7.9,20.1,5.22
1101.6,28.2,5.96,32.6,33.5,48.5,5.4
595.8,33.5,6.2,29.3,10.1,19.6,5.12
892.2,27.6,5.76,53.4,51.7,1.7,5.64
701.7,15.4,6.07,47.1,40.8,65.7,5.72
807.2,27.2,5.29,61.3,102.4,36.7,6.35
1119.6,33.3,6.94,55.1,244.6,82.5,5.52
847.8,23.5,6.43,24.3,112.1,91.6,5.91
811.6,26.1,5.14,32.9,15.8,86.6,5.84
460.0,27.1,5.83,65.5,219.3,52.6,5.32
986.6,13.5,6.77,42.0,39.8,72.8,4.72
961.4,36.4,6.07,62.8,51.4,19.7,5.18
1340.8,23.5,5.94,42.8,43.8,16.2,4.0
723.1,30.5,6.44,30.5,26.3,52.9,5.22
854.8,27.6,6.77,40.5,180.3,42.9,5.5
862.3,34.3,5.35,30.5,32.3,53.2,4.41
1194.4,30.0,6.94,36.5,69.1,48.6,4.55
776.2,26.8,5.86,48.0,22.0,85.1,5.74
869.8,23.5,6.49,52.7,127.7,51.3,6.24
952.0,32.0,6.47,21.1,119.0,14.3,5.18
846.7,18.6,6.08,44.7,28.1,62.9,5.31
688.4,31.2,5.68,36.2,91.5,35.2,5.49
848.5,22.5,6.27,35.3,97.4,74.8,5.84
1068.4,34.3,7.8,47.0,66.1,60.1,5.01
543.4,28.8,5.41,36.7,73.4,70.5,5.72
833.2,31.2,7.85,65.7,68.4,69.4,5.42
625.0,28.4,6.29,62.8,6.8,77.9,5.3
1098.8,19.2,6.53,62.7,88.8,13.3,5.17
419.2,23.7,5.63,37.6,50.8,27.6,5.13
660.3,31.4,5.88,30.6,46.2,65.7,6.29
894.3,28.8,6.1,46.2,157.3,76.6,6.44
1191.4,33.9,5.66,42.7,1.9,29.1,4.5
783.6,30.0,6.33,35.9,23.2,55.9,5.38
661.2,23.2,6.17,27.4,10.4,23.0,5.29
1270.3,24.0,7.98,44.4,2.9,66.8,4.24
438.0,28.5,5.57,38.9,25.8,54.7,5.02
250.3,16.4,6.58,55.3,350.0,17.6,4.38
910.0,36.4,6.7,55.0,25.2,47.6,5.26
674.5,30.2,5.64,61.5,87.2,89.8,5.11
544.7,34.1,7.05,26.1,10.1,17.6,4.49
977.1,20.1,6.18,51.0,73.7,32.0,5.95
861.0,34.2,4.51,34.1,333.3,87.6,5.11
659.0,39.2,7.03,26.7,27.6,26.7,4.36
479.9,21.4,5.61,38.6,150.7,54.6,5.26
1018.1,31.9,5.66,61.0,350.0,52.0,5.99
962.6,28.0,7.05,39.4,71.0,39.4,5.77
775.2,20.3,6.22,68.5,29.6,44.6,5.42
1261.7,30.5,7.23,53.2,89.6,67.3,4.64
532.5,32.2,7.47,39.1,149.1,31.4,5.06
418.6,25.0,5.98,62.4,15.0,35.7,4.5
627.0,33.8,7.13,51.7,48.2,71.6,5.09
788.6,19.7,5.9,31.0,30.8,41.1,5.98
860.8,20.5,8.29,72.9,26.7,75.0,5.76
739.7,28.7,5.95,48.9,157.8,42.2,5.73
888.0,28.1,7.32,45.3,43.8,54.3,5.46
487.1,24.4,7.18,32.2,33.1,92.7,5.63
1160.9,32.0,6.75,62.7,74.0,17.7,4.71
779.5,30.7,5.96,52.8,19.8,26.2,5.62
1079.3,32.3,6.38,54.4,20.9,33.3,4.69
885.7,27.4,4.78,37.4,58.8,47.1,5.51
914.2,31.0,6.68,57.5,42.1,21.3,5.28
942.4,25.8,6.78,58.7,28.0,73.2,5.77
911.9,38.3,6.61,35.0,4.4,82.5,5.25
960.7,23.9,4.12,23.7,58.8,68.2,4.98
1132.3,38.5,5.49,53.7,135.7,60.3,4.32
849.1,28.2,5.9,21.4,152.5,94.0,5.76
977.3,21.1,6.73,47.3,21.5,85.6,5.95
777.6,34.8,6.73,38.3,73.2,77.3,5.51
1160.0,28.6,6.36,63.3,155.0,93.0,5.38
630.9,32.3,7.01,39.1,42.0,15.4,5.58
1250.2,34.1,5.68,61.6,215.2,17.4,4.73
790.0,29.7,6.99,37.3,186.6,32.2,6.48
442.3,25.0,6.88,60.0,18.7,10.4,4.58
832.0,32.9,6.8,75.9,24.0,41.3,5.25
629.7,28.0,6.35,29.0,15.9,25.0,4.89
1010.2,31.4,7.96,49.4,17.5,63.2,4.82
636.8,17.2,6.89,86.2,190.8,58.0,5.78
688.5,30.2,5.73,46.0,214.1,22.9,5.43
327.6,24.8,6.7,45.9,4.3,62.0,5.07
686.9,36.3,7.1,56.8,72.0,82.0,4.97
194.0,31.1,6.03,45.6,66.5,63.1,3.98
404.0,29.2,7.37,19.4,39.6,85.7,4.46
990.1,30.4,6.81,62.0,79.9,42.5,5.69
996.5,23.0,4.63,15.0,235.6,59.7,5.42
906.4,36.1,6.74,38.7,14.9,48.0,5.42
558.3,38.0,6.18,63.1,10.3,81.6,4.97
788.1,30.0,6.93,39.7,2.7,26.2,5.4
